time,gFx,gFy,gFz,TgF
7.440000,-0.3058,0.8695,0.4259,1.015
7.442000,-0.3064,0.8685,0.4274,1.015
7.443000,-0.3076,0.8677,0.4293,1.016
7.445000,-0.3085,0.8672,0.4307,1.016
7.447000,-0.3090,0.8665,0.4318,1.016
7.454000,-0.3092,0.8663,0.4340,1.017
7.455000,-0.3124,0.8667,0.4345,1.019
7.456000,-0.3152,0.8660,0.4295,1.017
7.456000,-0.3166,0.8647,0.4270,1.015
7.458000,-0.3146,0.8646,0.4280,1.015
7.460000,-0.3120,0.8655,0.4277,1.015
7.462000,-0.3091,0.8658,0.4273,1.014
7.463000,-0.3070,0.8650,0.4266,1.012
7.465000,-0.3069,0.8647,0.4252,1.011
7.470000,-0.3073,0.8625,0.4241,1.009
7.471000,-0.3071,0.8615,0.4250,1.008
7.472000,-0.3072,0.8616,0.4248,1.009
7.474000,-0.3083,0.8642,0.4224,1.010
7.476000,-0.3090,0.8660,0.4201,1.011
7.478000,-0.3099,0.8661,0.4195,1.011
7.479000,-0.3120,0.8678,0.4206,1.014
7.481000,-0.3134,0.8707,0.4187,1.016
7.486000,-0.3135,0.8736,0.4176,1.018
7.488000,-0.3127,0.8766,0.4189,1.021
7.489000,-0.3128,0.8781,0.4190,1.022
7.490000,-0.3122,0.8776,0.4204,1.022
7.491000,-0.3104,0.8772,0.4236,1.022
7.494000,-0.3107,0.8793,0.4276,1.026
7.495000,-0.3109,0.8826,0.4298,1.030
7.497000,-0.3093,0.8857,0.4327,1.033
7.500000,-0.3078,0.8890,0.4363,1.037
7.503000,-0.3078,0.8891,0.4369,1.037
7.505000,-0.3056,0.8911,0.4391,1.039
7.506000,-0.3057,0.8928,0.4397,1.041
7.507000,-0.3074,0.8919,0.4377,1.040
7.510000,-0.3080,0.8911,0.4374,1.039
7.512000,-0.3089,0.8902,0.4375,1.039
7.513000,-0.3120,0.8894,0.4384,1.039
7.515000,-0.3138,0.8881,0.4392,1.039
7.519000,-0.3144,0.8864,0.4403,1.038
7.521000,-0.3142,0.8845,0.4410,1.037
7.522000,-0.3169,0.8833,0.4418,1.037
7.524000,-0.3197,0.8825,0.4415,1.037
7.526000,-0.3204,0.8809,0.4418,1.036
7.528000,-0.3193,0.8801,0.4443,1.036
7.530000,-0.3181,0.8797,0.4461,1.036
7.531000,-0.3179,0.8791,0.4478,1.036
7.541000,-0.3186,0.8784,0.4494,1.037
7.544000,-0.3189,0.8779,0.4505,1.037
7.544000,-0.3187,0.8763,0.4520,1.036
7.545000,-0.3199,0.8762,0.4542,1.038
7.545000,-0.3236,0.8764,0.4550,1.039
7.549000,-0.3251,0.8760,0.4555,1.040
7.550000,-0.3250,0.8757,0.4563,1.040
7.551000,-0.3243,0.8760,0.4567,1.040
7.551000,-0.3218,0.8768,0.4568,1.040
7.552000,-0.3196,0.8773,0.4573,1.040
7.565000,-0.3173,0.8784,0.4571,1.040
7.566000,-0.3157,0.8797,0.4567,1.040
7.567000,-0.3151,0.8796,0.4558,1.040
7.567000,-0.3144,0.8791,0.4565,1.039
7.568000,-0.3135,0.8779,0.4569,1.038
7.568000,-0.3120,0.8782,0.4584,1.039
7.568000,-0.3113,0.8791,0.4604,1.040
7.570000,-0.3106,0.8796,0.4643,1.042
7.571000,-0.3103,0.8814,0.4698,1.046
7.572000,-0.3100,0.8819,0.4730,1.048
7.576000,-0.3102,0.8824,0.4750,1.049
7.577000,-0.3108,0.8829,0.4759,1.050
7.578000,-0.3117,0.8821,0.4759,1.050
7.580000,-0.3128,0.8805,0.4748,1.048
7.581000,-0.3133,0.8793,0.4753,1.047
7.587000,-0.3142,0.8790,0.4751,1.047
7.588000,-0.3160,0.8791,0.4752,1.048
7.589000,-0.3166,0.8784,0.4746,1.047
7.589000,-0.3176,0.8776,0.4737,1.047
7.593000,-0.3204,0.8773,0.4729,1.047
7.594000,-0.3218,0.8765,0.4731,1.047
7.596000,-0.3242,0.8748,0.4721,1.046
7.598000,-0.3260,0.8744,0.4712,1.045
7.600000,-0.3262,0.8735,0.4706,1.044
7.605000,-0.3267,0.8728,0.4702,1.044
7.606000,-0.3274,0.8725,0.4691,1.043
7.606000,-0.3288,0.8745,0.4668,1.044
7.608000,-0.3293,0.8755,0.4679,1.046
7.610000,-0.3271,0.8767,0.4709,1.048
7.611000,-0.3254,0.8784,0.4728,1.049
7.614000,-0.3244,0.8797,0.4732,1.050
7.615000,-0.3245,0.8805,0.4738,1.051
7.620000,-0.3244,0.8801,0.4764,1.052
7.621000,-0.3244,0.8795,0.4786,1.053
7.622000,-0.3251,0.8800,0.4806,1.054
7.624000,-0.3248,0.8794,0.4833,1.055
7.626000,-0.3267,0.8788,0.4858,1.056
7.627000,-0.3290,0.8782,0.4884,1.057
7.629000,-0.3314,0.8763,0.4904,1.057
7.631000,-0.3328,0.8750,0.4911,1.057
7.633000,-0.3366,0.8741,0.4928,1.058
7.637000,-0.3384,0.8741,0.4925,1.059
7.639000,-0.3402,0.8734,0.4921,1.059
7.640000,-0.3419,0.8729,0.4916,1.058
7.641000,-0.3441,0.8728,0.4911,1.059
7.644000,-0.3460,0.8735,0.4909,1.060
7.646000,-0.3461,0.8750,0.4918,1.062
7.647000,-0.3455,0.8755,0.4935,1.063
7.649000,-0.3450,0.8773,0.4944,1.064
7.653000,-0.3447,0.8794,0.4942,1.066
7.655000,-0.3453,0.8805,0.4938,1.067
7.655000,-0.3454,0.8806,0.4940,1.067
7.658000,-0.3444,0.8803,0.4944,1.067
7.660000,-0.3439,0.8793,0.4944,1.066
7.662000,-0.3425,0.8793,0.4947,1.065
7.663000,-0.3411,0.8791,0.4953,1.065
7.665000,-0.3410,0.8795,0.4942,1.065
7.674000,-0.3413,0.8797,0.4942,1.065
7.675000,-0.3399,0.8804,0.4936,1.065
7.675000,-0.3391,0.8805,0.4921,1.064
7.676000,-0.3366,0.8806,0.4902,1.063
7.676000,-0.3350,0.8808,0.4886,1.062
7.682000,-0.3334,0.8802,0.4864,1.060
7.682000,-0.3326,0.8792,0.4847,1.058
7.683000,-0.3318,0.8778,0.4832,1.056
7.684000,-0.3330,0.8760,0.4825,1.054
7.687000,-0.3349,0.8760,0.4811,1.054
7.688000,-0.3369,0.8757,0.4805,1.054
7.690000,-0.3386,0.8761,0.4816,1.056
7.691000,-0.3421,0.8777,0.4805,1.057
7.694000,-0.3468,0.8779,0.4786,1.058
7.697000,-0.3499,0.8788,0.4775,1.060
7.697000,-0.3524,0.8795,0.4771,1.061
7.699000,-0.3530,0.8795,0.4761,1.061
7.704000,-0.3533,0.8806,0.4746,1.061
7.705000,-0.3546,0.8790,0.4733,1.059
7.706000,-0.3543,0.8773,0.4750,1.059
7.707000,-0.3552,0.8787,0.4742,1.060
7.709000,-0.3562,0.8802,0.4721,1.060
7.711000,-0.3554,0.8808,0.4724,1.061
7.714000,-0.3543,0.8826,0.4733,1.062
7.715000,-0.3576,0.8815,0.4705,1.061
7.718000,-0.3582,0.8779,0.4665,1.057
7.721000,-0.3560,0.8768,0.4666,1.055
7.723000,-0.3602,0.8755,0.4628,1.054
7.724000,-0.3614,0.8733,0.4608,1.051
7.725000,-0.3600,0.8737,0.4626,1.052
7.728000,-0.3611,0.8733,0.4613,1.052
7.729000,-0.3601,0.8751,0.4613,1.053
7.731000,-0.3603,0.8779,0.4592,1.054
7.734000,-0.3580,0.8811,0.4551,1.054
7.736000,-0.3544,0.8859,0.4539,1.057
7.738000,-0.3504,0.8893,0.4536,1.058
7.740000,-0.3453,0.8917,0.4521,1.058
7.742000,-0.3400,0.8927,0.4496,1.056
7.744000,-0.3339,0.8923,0.4479,1.053
7.745000,-0.3268,0.8912,0.4465,1.049
7.747000,-0.3202,0.8916,0.4448,1.047
7.749000,-0.3162,0.8918,0.4435,1.045
7.753000,-0.3111,0.8904,0.4425,1.042
7.754000,-0.3072,0.8902,0.4418,1.040
7.756000,-0.3068,0.8905,0.4403,1.040
7.758000,-0.3042,0.8910,0.4375,1.038
7.760000,-0.3013,0.8886,0.4370,1.035
7.762000,-0.3008,0.8870,0.4359,1.033
7.763000,-0.3025,0.8881,0.4335,1.034
7.766000,-0.3053,0.8898,0.4295,1.034
7.767000,-0.3061,0.8899,0.4278,1.034
7.771000,-0.3075,0.8916,0.4292,1.036
7.772000,-0.3110,0.8906,0.4267,1.035
7.774000,-0.3103,0.8914,0.4287,1.037
7.775000,-0.3098,0.8926,0.4316,1.039
7.777000,-0.3133,0.8924,0.4316,1.040
7.780000,-0.3148,0.8938,0.4341,1.042
7.782000,-0.3143,0.8925,0.4369,1.042
7.783000,-0.3139,0.8911,0.4413,1.043
7.789000,-0.3146,0.8897,0.4437,1.043
7.790000,-0.3159,0.8891,0.4458,1.044
7.790000,-0.3162,0.8894,0.4512,1.046
7.792000,-0.3166,0.8895,0.4553,1.048
7.794000,-0.3179,0.8908,0.4600,1.052
7.796000,-0.3189,0.8928,0.4638,1.055
7.797000,-0.3209,0.8941,0.4658,1.058
7.799000,-0.3234,0.8969,0.4685,1.062
7.802000,-0.3239,0.9002,0.4678,1.065
7.807000,-0.3252,0.8989,0.4678,1.064
7.808000,-0.3243,0.8995,0.4701,1.065
7.809000,-0.3252,0.8993,0.4683,1.065
7.810000,-0.3253,0.8980,0.4660,1.063
7.812000,-0.3222,0.8965,0.4668,1.061
7.816000,-0.3198,0.8968,0.4680,1.061
7.816000,-0.3199,0.8943,0.4666,1.058
7.817000,-0.3164,0.8916,0.4664,1.055
7.825000,-0.3110,0.8907,0.4673,1.053
7.826000,-0.3060,0.8893,0.4658,1.049
7.826000,-0.3007,0.8904,0.4658,1.049
7.827000,-0.2932,0.8915,0.4661,1.048
7.828000,-0.2868,0.8910,0.4666,1.046
7.830000,-0.2817,0.8899,0.4648,1.043
7.831000,-0.2787,0.8913,0.4635,1.043
7.833000,-0.2752,0.8927,0.4652,1.044
7.837000,-0.2711,0.8912,0.4650,1.041
7.838000,-0.2699,0.8903,0.4635,1.039
7.840000,-0.2710,0.8905,0.4599,1.038
7.841000,-0.2723,0.8892,0.4558,1.036
7.844000,-0.2747,0.8906,0.4543,1.037
7.846000,-0.2772,0.8938,0.4523,1.039
7.847000,-0.2784,0.8928,0.4511,1.038
7.849000,-0.2789,0.8919,0.4537,1.039
7.852000,-0.2814,0.8917,0.4543,1.040
7.854000,-0.2852,0.8900,0.4531,1.039
7.855000,-0.2872,0.8880,0.4509,1.036
7.858000,-0.2896,0.8828,0.4488,1.032
7.860000,-0.2896,0.8814,0.4500,1.031
7.862000,-0.2925,0.8814,0.4498,1.032
7.863000,-0.2933,0.8819,0.4491,1.032
7.865000,-0.2911,0.8830,0.4507,1.033
7.867000,-0.2920,0.8810,0.4522,1.032
7.870000,-0.2912,0.8807,0.4546,1.033
7.872000,-0.2886,0.8803,0.4562,1.033
7.874000,-0.2878,0.8807,0.4584,1.034
7.876000,-0.2855,0.8812,0.4575,1.033
7.878000,-0.2822,0.8808,0.4573,1.032
7.879000,-0.2815,0.8825,0.4579,1.033
7.881000,-0.2810,0.8831,0.4570,1.033
7.883000,-0.2816,0.8821,0.4548,1.032
7.887000,-0.2809,0.8833,0.4530,1.032
7.888000,-0.2828,0.8853,0.4511,1.033
7.890000,-0.2845,0.8885,0.4508,1.036
7.892000,-0.2865,0.8894,0.4506,1.037
7.894000,-0.2877,0.8903,0.4506,1.039
7.895000,-0.2898,0.8904,0.4479,1.038
7.897000,-0.2902,0.8932,0.4481,1.041
7.899000,-0.2890,0.8982,0.4483,1.045
7.901000,-0.2891,0.9007,0.4476,1.047
7.904000,-0.2870,0.9012,0.4511,1.048
7.906000,-0.2861,0.9018,0.4554,1.050
7.907000,-0.2853,0.9016,0.4572,1.050
7.910000,-0.2819,0.9007,0.4606,1.050
7.911000,-0.2792,0.9004,0.4634,1.050
7.913000,-0.2771,0.9025,0.4636,1.052
7.915000,-0.2756,0.9040,0.4624,1.052
7.917000,-0.2731,0.9077,0.4626,1.055
7.920000,-0.2712,0.9119,0.4627,1.058
7.922000,-0.2692,0.9132,0.4612,1.058
7.924000,-0.2631,0.9118,0.4630,1.056
7.927000,-0.2589,0.9137,0.4645,1.057
7.928000,-0.2581,0.9123,0.4641,1.056
7.930000,-0.2559,0.9089,0.4642,1.052
7.931000,-0.2544,0.9045,0.4671,1.049
7.933000,-0.2551,0.9023,0.4657,1.047
7.936000,-0.2586,0.8987,0.4627,1.043
7.938000,-0.2598,0.8961,0.4608,1.041
7.940000,-0.2622,0.8975,0.4591,1.042
7.942000,-0.2670,0.8985,0.4570,1.043
7.943000,-0.2677,0.8987,0.4570,1.043
7.946000,-0.2680,0.8983,0.4581,1.043
7.947000,-0.2711,0.8985,0.4568,1.044
7.949000,-0.2714,0.8983,0.4571,1.044
7.952000,-0.2725,0.9030,0.4565,1.048
7.957000,-0.2780,0.9047,0.4534,1.049
7.958000,-0.2788,0.9044,0.4539,1.050
7.958000,-0.2780,0.9042,0.4542,1.049
7.964000,-0.2823,0.9060,0.4544,1.052
7.964000,-0.2841,0.9076,0.4558,1.055
7.965000,-0.2824,0.9079,0.4573,1.055
7.966000,-0.2832,0.9092,0.4622,1.059
7.967000,-0.2833,0.9069,0.4631,1.057
7.971000,-0.2814,0.9043,0.4630,1.054
7.973000,-0.2795,0.9009,0.4618,1.050
7.974000,-0.2782,0.8996,0.4571,1.047
7.977000,-0.2748,0.8959,0.4564,1.042
7.977000,-0.2705,0.8973,0.4570,1.043
7.979000,-0.2704,0.8973,0.4561,1.042
7.981000,-0.2725,0.8968,0.4560,1.042
7.984000,-0.2715,0.8971,0.4549,1.042
7.985000,-0.2732,0.8946,0.4521,1.039
7.988000,-0.2737,0.8948,0.4483,1.038
7.990000,-0.2718,0.8947,0.4450,1.036
7.991000,-0.2707,0.8934,0.4398,1.032
7.994000,-0.2669,0.8957,0.4367,1.032
7.996000,-0.2642,0.9000,0.4328,1.033
7.997000,-0.2634,0.9030,0.4289,1.034
7.999000,-0.2611,0.9018,0.4278,1.032
8.001000,-0.2541,0.8986,0.4264,1.027
8.004000,-0.2517,0.8994,0.4234,1.025
8.006000,-0.2516,0.8993,0.4149,1.022
8.008000,-0.2458,0.9026,0.4110,1.022
8.010000,-0.2409,0.9077,0.4069,1.024
8.012000,-0.2381,0.9101,0.4020,1.023
8.013000,-0.2305,0.9150,0.3984,1.024
8.015000,-0.2257,0.9214,0.3949,1.028
8.017000,-0.2202,0.9246,0.3926,1.028
8.021000,-0.2103,0.9250,0.3917,1.026
8.022000,-0.2037,0.9204,0.3910,1.021
8.024000,-0.2011,0.9167,0.3893,1.016
8.025000,-0.2010,0.9162,0.3887,1.015
8.027000,-0.1998,0.9202,0.3867,1.018
8.029000,-0.1973,0.9228,0.3855,1.019
8.031000,-0.1950,0.9217,0.3835,1.017
8.033000,-0.1916,0.9239,0.3808,1.017
8.035000,-0.1939,0.9275,0.3801,1.021
8.038000,-0.1978,0.9275,0.3804,1.022
8.040000,-0.1974,0.9248,0.3801,1.019
8.042000,-0.2001,0.9244,0.3789,1.019
8.044000,-0.2055,0.9230,0.3749,1.017
8.045000,-0.2091,0.9194,0.3728,1.014
8.047000,-0.2131,0.9185,0.3736,1.014
8.049000,-0.2191,0.9115,0.3705,1.008
8.052000,-0.2209,0.9097,0.3711,1.007
8.055000,-0.2242,0.9094,0.3703,1.007
8.057000,-0.2249,0.9090,0.3681,1.006
8.058000,-0.2153,0.9100,0.3694,1.005
8.060000,-0.1819,0.8978,0.3687,0.987
8.062000,-0.1240,0.8734,0.3750,0.958
8.065000,-0.0926,0.8433,0.3875,0.933
8.065000,-0.1004,0.8242,0.4005,0.922
8.067000,-0.1328,0.8230,0.4010,0.925
8.069000,-0.1710,0.8377,0.3890,0.939
8.072000,-0.2065,0.8603,0.3723,0.960
8.074000,-0.2375,0.8850,0.3576,0.984
8.078000,-0.2612,0.9056,0.3499,1.005
8.078000,-0.2754,0.9203,0.3517,1.023
8.080000,-0.2790,0.9274,0.3581,1.033
8.081000,-0.2739,0.9268,0.3643,1.033
8.083000,-0.2650,0.9223,0.3694,1.028
8.085000,-0.2574,0.9158,0.3667,1.020
8.091000,-0.2516,0.9126,0.3637,1.014
8.092000,-0.2483,0.9112,0.3604,1.011
8.092000,-0.2454,0.9112,0.3530,1.007
8.094000,-0.2419,0.9121,0.3462,1.005
8.096000,-0.2390,0.9132,0.3432,1.004
8.098000,-0.2369,0.9154,0.3406,1.005
8.100000,-0.2352,0.9173,0.3381,1.005
8.101000,-0.2325,0.9182,0.3411,1.007
8.108000,-0.2301,0.9214,0.3444,1.010
8.109000,-0.2301,0.9268,0.3465,1.016
8.109000,-0.2311,0.9338,0.3469,1.023
8.110000,-0.2327,0.9405,0.3465,1.029
8.111000,-0.2323,0.9464,0.3492,1.035
8.114000,-0.2322,0.9511,0.3521,1.040
8.115000,-0.2328,0.9536,0.3531,1.043
8.118000,-0.2317,0.9523,0.3548,1.042
8.119000,-0.2337,0.9523,0.3581,1.044
8.122000,-0.2399,0.9539,0.3620,1.048
8.123000,-0.2433,0.9547,0.3624,1.050
8.125000,-0.2513,0.9559,0.3600,1.052
8.128000,-0.2608,0.9594,0.3627,1.058
8.130000,-0.2672,0.9595,0.3657,1.061
8.131000,-0.2639,0.9546,0.3662,1.056
8.134000,-0.2612,0.9484,0.3676,1.050
8.135000,-0.2581,0.9461,0.3714,1.049
8.138000,-0.2566,0.9455,0.3737,1.049
8.141000,-0.2532,0.9421,0.3696,1.043
8.142000,-0.2441,0.9417,0.3638,1.039
8.143000,-0.2356,0.9430,0.3571,1.036
8.146000,-0.2294,0.9443,0.3500,1.033
8.148000,-0.2211,0.9455,0.3450,1.030
8.149000,-0.2137,0.9426,0.3409,1.025
8.151000,-0.2109,0.9403,0.3364,1.021
8.154000,-0.2096,0.9394,0.3328,1.018
8.156000,-0.2086,0.9398,0.3309,1.018
8.158000,-0.2088,0.9368,0.3285,1.014
8.159000,-0.2027,0.9355,0.3300,1.012
8.162000,-0.1691,0.9304,0.3285,1.001
8.163000,-0.1087,0.9067,0.3318,0.972
8.165000,-0.0700,0.8816,0.3514,0.952
8.167000,-0.0789,0.8693,0.3686,0.948
8.169000,-0.1135,0.8712,0.3687,0.953
8.173000,-0.1567,0.8859,0.3575,0.968
8.174000,-0.1977,0.9094,0.3425,0.992
8.175000,-0.2365,0.9356,0.3345,1.021
8.177000,-0.2704,0.9597,0.3322,1.051
8.180000,-0.2960,0.9795,0.3331,1.076
8.181000,-0.3097,0.9909,0.3396,1.092
8.183000,-0.3111,0.9932,0.3492,1.098
8.185000,-0.3055,0.9801,0.3530,1.086
8.189000,-0.2837,0.9590,0.3513,1.060
8.190000,-0.2716,0.9464,0.3503,1.045
8.191000,-0.2619,0.9411,0.3499,1.038
8.194000,-0.2526,0.9394,0.3497,1.034
8.196000,-0.2445,0.9394,0.3505,1.032
8.198000,-0.2365,0.9429,0.3501,1.033
8.199000,-0.2301,0.9461,0.3497,1.035
8.201000,-0.2234,0.9437,0.3531,1.032
8.203000,-0.2144,0.9420,0.3561,1.030
8.209000,-0.2091,0.9418,0.3544,1.028
8.210000,-0.2076,0.9431,0.3532,1.028
8.210000,-0.2040,0.9431,0.3531,1.027
8.212000,-0.2046,0.9417,0.3517,1.026
8.214000,-0.2086,0.9410,0.3491,1.025
8.216000,-0.2106,0.9392,0.3485,1.024
8.218000,-0.2134,0.9352,0.3477,1.020
8.220000,-0.2125,0.9335,0.3454,1.018
8.224000,-0.2110,0.9325,0.3399,1.015
8.225000,-0.2110,0.9319,0.3339,1.012
8.226000,-0.2086,0.9317,0.3289,1.010
8.227000,-0.2040,0.9304,0.3248,1.006
8.230000,-0.1967,0.9298,0.3187,1.002
8.231000,-0.1882,0.9287,0.3123,0.998
8.233000,-0.1801,0.9281,0.3039,0.993
8.235000,-0.1737,0.9290,0.2958,0.990
8.238000,-0.1691,0.9288,0.2872,0.987
8.240000,-0.1659,0.9290,0.2798,0.984
8.243000,-0.1664,0.9262,0.2747,0.980
8.243000,-0.1694,0.9233,0.2701,0.977
8.245000,-0.1709,0.9234,0.2683,0.977
8.248000,-0.1754,0.9246,0.2652,0.978
8.250000,-0.1818,0.9227,0.2614,0.976
8.251000,-0.1816,0.9214,0.2605,0.975
8.253000,-0.1844,0.9224,0.2579,0.975
8.257000,-0.1897,0.9235,0.2552,0.977
8.258000,-0.1913,0.9258,0.2557,0.979
8.261000,-0.1930,0.9273,0.2536,0.981
8.262000,-0.1931,0.9299,0.2511,0.982
8.265000,-0.1909,0.9347,0.2499,0.986
8.265000,-0.1899,0.9367,0.2504,0.988
8.267000,-0.1870,0.9375,0.2522,0.989
8.269000,-0.1844,0.9378,0.2548,0.989
8.273000,-0.1824,0.9354,0.2569,0.987
8.274000,-0.1799,0.9331,0.2594,0.985
8.276000,-0.1778,0.9328,0.2638,0.986
8.277000,-0.1787,0.9306,0.2650,0.984
8.280000,-0.1736,0.9300,0.2644,0.982
8.283000,-0.1688,0.9283,0.2633,0.980
8.283000,-0.1652,0.9302,0.2629,0.981
8.285000,-0.1599,0.9340,0.2641,0.984
8.288000,-0.1518,0.9353,0.2649,0.984
8.290000,-0.1406,0.9364,0.2643,0.983
8.291000,-0.1304,0.9400,0.2640,0.985
8.294000,-0.1227,0.9419,0.2678,0.987
8.295000,-0.1133,0.9396,0.2704,0.984
8.298000,-0.1013,0.9360,0.2721,0.980
8.299000,-0.0903,0.9326,0.2714,0.976
8.301000,-0.0855,0.9304,0.2720,0.973
8.303000,-0.0787,0.9256,0.2748,0.969
8.306000,-0.0719,0.9236,0.2744,0.966
8.309000,-0.0686,0.9210,0.2723,0.963
8.313000,-0.0624,0.9195,0.2718,0.961
8.313000,-0.0582,0.9174,0.2741,0.959
8.314000,-0.0553,0.9151,0.2744,0.957
8.315000,-0.0537,0.9145,0.2760,0.957
8.317000,-0.0529,0.9132,0.2782,0.956
8.320000,-0.0501,0.9123,0.2803,0.956
8.323000,-0.0470,0.9112,0.2821,0.955
8.326000,-0.0461,0.9128,0.2855,0.958
8.326000,-0.0472,0.9163,0.2870,0.961
8.327000,-0.0501,0.9191,0.2861,0.964
8.331000,-0.0514,0.9202,0.2836,0.964
8.331000,-0.0532,0.9215,0.2789,0.964
8.334000,-0.0589,0.9217,0.2730,0.963
8.336000,-0.0676,0.9232,0.2671,0.963
8.338000,-0.0804,0.9251,0.2596,0.964
8.341000,-0.0960,0.9260,0.2505,0.964
8.343000,-0.1117,0.9261,0.2408,0.963
8.344000,-0.1285,0.9261,0.2299,0.963
8.346000,-0.1453,0.9244,0.2204,0.961
8.348000,-0.1632,0.9222,0.2111,0.960
8.349000,-0.1819,0.9194,0.2007,0.959
8.351000,-0.1993,0.9225,0.1902,0.963
8.353000,-0.2149,0.9220,0.1821,0.964
8.357000,-0.2277,0.9227,0.1771,0.967
8.358000,-0.2366,0.9231,0.1721,0.968
8.360000,-0.2410,0.9241,0.1640,0.969
8.361000,-0.2400,0.9247,0.1589,0.968
8.364000,-0.2349,0.9249,0.1550,0.967
8.366000,-0.2279,0.9256,0.1500,0.965
8.367000,-0.2201,0.9271,0.1446,0.964
8.369000,-0.2151,0.9288,0.1408,0.964
8.372000,-0.2045,0.9292,0.1329,0.961
8.378000,-0.1915,0.9306,0.1270,0.959
8.379000,-0.1770,0.9316,0.1226,0.956
8.380000,-0.1630,0.9318,0.1186,0.953
8.380000,-0.1506,0.9318,0.1162,0.951
8.384000,-0.1392,0.9315,0.1125,0.949
8.384000,-0.1266,0.9313,0.1114,0.946
8.385000,-0.1103,0.9318,0.1103,0.945
8.387000,-0.0912,0.9326,0.1073,0.943
8.397000,-0.0705,0.9332,0.1061,0.942
8.398000,-0.0487,0.9343,0.1046,0.941
8.399000,-0.0260,0.9357,0.1025,0.942
8.399000,-0.0033,0.9362,0.1020,0.942
8.400000,0.0191,0.9378,0.1018,0.943
8.401000,0.0402,0.9366,0.0987,0.943
8.401000,0.0617,0.9353,0.0981,0.942
8.404000,0.0839,0.9363,0.1001,0.945
8.408000,0.1066,0.9360,0.1012,0.947
8.410000,0.1294,0.9348,0.1019,0.949
8.410000,0.1529,0.9351,0.1010,0.953
8.411000,0.1767,0.9348,0.0968,0.956
8.416000,0.1990,0.9386,0.0927,0.964
8.416000,0.2176,0.9389,0.0871,0.968
8.417000,0.2326,0.9380,0.0814,0.970
8.420000,0.2472,0.9333,0.0756,0.968
8.421000,0.2603,0.9326,0.0717,0.971
8.425000,0.2716,0.9314,0.0676,0.973
8.426000,0.2803,0.9304,0.0670,0.974
8.428000,0.2880,0.9293,0.0688,0.975
8.429000,0.2960,0.9284,0.0698,0.977
8.431000,0.3023,0.9276,0.0734,0.978
8.434000,0.2731,0.9264,0.0788,0.969
8.435000,0.2217,0.9265,0.0837,0.956
8.437000,0.1900,0.9271,0.0830,0.950
8.442000,0.1708,0.9306,0.0792,0.949
8.443000,0.1512,0.9316,0.0719,0.946
8.444000,0.1415,0.9332,0.0673,0.946
8.446000,0.1378,0.9361,0.0678,0.949
8.448000,0.1289,0.9369,0.0689,0.948
8.450000,0.1263,0.9375,0.0689,0.949
8.451000,0.1263,0.9365,0.0697,0.948
8.454000,0.1214,0.9365,0.0709,0.947
8.456000,0.1173,0.9381,0.0713,0.948
8.459000,0.1149,0.9396,0.0728,0.949
8.460000,0.1121,0.9402,0.0729,0.950
8.462000,0.1106,0.9384,0.0698,0.948
8.464000,0.1101,0.9367,0.0679,0.946
8.466000,0.1066,0.9365,0.0667,0.945
8.468000,0.1026,0.9373,0.0646,0.945
8.470000,0.1004,0.9396,0.0623,0.947
8.472000,0.0988,0.9410,0.0614,0.948
8.475000,0.0981,0.9418,0.0580,0.949
8.484000,0.0966,0.9456,0.0564,0.952
8.485000,0.0941,0.9486,0.0562,0.955
8.486000,0.0930,0.9496,0.0589,0.956
8.487000,0.0923,0.9489,0.0613,0.955
8.487000,0.0883,0.9489,0.0635,0.955
8.488000,0.0846,0.9501,0.0669,0.956
8.488000,0.0791,0.9499,0.0685,0.956
8.494000,0.0730,0.9500,0.0692,0.955
8.494000,0.0698,0.9503,0.0697,0.955
8.495000,0.0627,0.9516,0.0683,0.956
8.496000,0.0539,0.9521,0.0665,0.956
8.499000,0.0465,0.9524,0.0666,0.956
8.500000,0.0390,0.9532,0.0679,0.956
8.502000,0.0317,0.9541,0.0676,0.957
8.504000,0.0249,0.9536,0.0670,0.956
8.510000,0.0181,0.9517,0.0678,0.954
8.511000,0.0115,0.9517,0.0692,0.954
8.511000,0.0040,0.9534,0.0684,0.956
8.511000,-0.0026,0.9566,0.0671,0.959
8.514000,-0.0046,0.9587,0.0683,0.961
8.516000,-0.0040,0.9615,0.0648,0.964
8.518000,-0.0053,0.9643,0.0618,0.966
8.521000,-0.0050,0.9662,0.0600,0.968
8.522000,-0.0034,0.9665,0.0589,0.968
8.525000,-0.0010,0.9678,0.0545,0.969
8.526000,-0.0017,0.9669,0.0503,0.968
8.529000,-0.0011,0.9665,0.0494,0.968
8.530000,0.0017,0.9673,0.0489,0.969
8.532000,0.0036,0.9672,0.0481,0.968
8.534000,0.0078,0.9669,0.0467,0.968
8.535000,0.0138,0.9679,0.0475,0.969
8.537000,0.0208,0.9702,0.0486,0.972
8.542000,0.0284,0.9706,0.0466,0.972
8.542000,0.0389,0.9703,0.0450,0.972
8.545000,0.0480,0.9705,0.0420,0.973
8.545000,0.0543,0.9701,0.0394,0.972
8.548000,0.0610,0.9704,0.0378,0.973
8.550000,0.0676,0.9711,0.0377,0.974
8.551000,0.0721,0.9714,0.0409,0.975
8.553000,0.0757,0.9714,0.0448,0.975
8.555000,0.0793,0.9726,0.0487,0.977
8.558000,0.0821,0.9743,0.0550,0.979
8.559000,0.0843,0.9765,0.0611,0.982
8.562000,0.0853,0.9784,0.0665,0.984
