time,gFx,gFy,gFz,TgF
8.564000,0.0849,0.9800,0.0730,0.986
8.566000,0.0838,0.9821,0.0785,0.989
8.567000,0.0823,0.9831,0.0840,0.990
8.569000,0.0811,0.9839,0.0876,0.991
8.571000,0.0795,0.9830,0.0892,0.990
8.577000,0.0791,0.9827,0.0910,0.990
8.578000,0.0790,0.9821,0.0954,0.990
8.579000,0.0789,0.9813,0.1004,0.990
8.579000,0.0797,0.9797,0.1032,0.988
8.582000,0.0790,0.9795,0.1056,0.988
8.583000,0.0759,0.9801,0.1067,0.989
8.585000,0.0752,0.9809,0.1084,0.990
8.588000,0.0746,0.9819,0.1090,0.991
8.590000,0.0749,0.9836,0.1085,0.992
8.592000,0.0774,0.9836,0.1073,0.992
8.594000,0.0819,0.9823,0.1033,0.991
8.595000,0.0839,0.9784,0.0965,0.987
8.598000,0.0874,0.9753,0.0894,0.983
8.599000,0.0905,0.9726,0.0812,0.980
8.601000,0.0922,0.9704,0.0740,0.978
8.603000,0.0950,0.9689,0.0681,0.976
8.606000,0.0987,0.9683,0.0637,0.975
8.609000,0.1034,0.9686,0.0606,0.976
8.610000,0.1055,0.9683,0.0579,0.976
8.612000,0.1095,0.9671,0.0568,0.975
8.614000,0.1122,0.9660,0.0553,0.974
8.615000,0.1122,0.9655,0.0535,0.973
8.617000,0.1107,0.9652,0.0504,0.973
8.619000,0.1065,0.9646,0.0478,0.972
8.621000,0.1026,0.9644,0.0424,0.971
8.626000,0.0997,0.9651,0.0365,0.971
8.627000,0.0957,0.9660,0.0321,0.971
8.627000,0.0925,0.9666,0.0281,0.971
8.630000,0.0893,0.9666,0.0232,0.971
8.632000,0.0904,0.9632,0.0182,0.968
8.634000,0.1157,0.9612,0.0148,0.968
8.635000,0.1609,0.9649,0.0144,0.978
8.637000,0.1883,0.9672,0.0180,0.986
8.639000,0.1880,0.9641,0.0245,0.983
8.646000,0.1677,0.9598,0.0284,0.975
8.646000,0.1367,0.9565,0.0259,0.967
8.647000,0.1025,0.9551,0.0170,0.961
8.647000,0.0685,0.9547,0.0043,0.957
8.653000,0.0421,0.9539,-0.0061,0.955
8.653000,0.0258,0.9557,-0.0130,0.956
8.654000,0.0169,0.9577,-0.0153,0.958
8.656000,0.0178,0.9579,-0.0125,0.958
8.660000,0.0353,0.9606,-0.0089,0.961
8.661000,0.0505,0.9624,-0.0084,0.964
8.662000,0.0622,0.9653,-0.0076,0.967
8.665000,0.0690,0.9644,-0.0055,0.967
8.666000,0.0778,0.9645,-0.0070,0.968
8.668000,0.0834,0.9660,-0.0108,0.970
8.670000,0.0873,0.9672,-0.0151,0.971
8.672000,0.0916,0.9700,-0.0174,0.974
8.674000,0.0960,0.9739,-0.0208,0.979
8.676000,0.1021,0.9752,-0.0226,0.981
8.678000,0.1091,0.9769,-0.0210,0.983
8.680000,0.1140,0.9769,-0.0182,0.984
8.682000,0.1193,0.9756,-0.0154,0.983
8.684000,0.1236,0.9744,-0.0131,0.982
8.686000,0.1260,0.9751,-0.0098,0.983
8.687000,0.1248,0.9770,-0.0070,0.985
8.690000,0.1242,0.9779,-0.0060,0.986
8.693000,0.1238,0.9796,-0.0045,0.987
8.696000,0.1237,0.9821,-0.0003,0.990
8.696000,0.1238,0.9808,0.0042,0.989
8.698000,0.1246,0.9796,0.0062,0.988
8.700000,0.1257,0.9792,0.0071,0.987
8.701000,0.1253,0.9788,0.0079,0.987
8.703000,0.1252,0.9786,0.0084,0.987
8.705000,0.1242,0.9775,0.0098,0.985
8.710000,0.1234,0.9762,0.0111,0.984
8.711000,0.1242,0.9773,0.0139,0.985
8.712000,0.1231,0.9788,0.0171,0.987
8.714000,0.1227,0.9808,0.0207,0.989
8.716000,0.1212,0.9816,0.0224,0.989
8.719000,0.1194,0.9831,0.0261,0.991
8.719000,0.1185,0.9825,0.0277,0.990
8.721000,0.1176,0.9827,0.0310,0.990
8.724000,0.1145,0.9827,0.0348,0.990
8.726000,0.1111,0.9831,0.0359,0.990
8.727000,0.1085,0.9834,0.0349,0.990
8.730000,0.1053,0.9827,0.0340,0.989
8.732000,0.1022,0.9824,0.0344,0.988
8.734000,0.0981,0.9825,0.0334,0.988
8.735000,0.0941,0.9820,0.0298,0.987
8.737000,0.0925,0.9812,0.0271,0.986
8.740000,0.0904,0.9798,0.0221,0.984
8.743000,0.0885,0.9796,0.0171,0.984
8.744000,0.0864,0.9803,0.0107,0.984
8.745000,0.0835,0.9808,0.0054,0.984
8.748000,0.0822,0.9811,0.0019,0.985
8.750000,0.0812,0.9804,-0.0004,0.984
8.751000,0.0811,0.9790,-0.0004,0.982
8.754000,0.0813,0.9774,-0.0002,0.981
8.755000,0.0805,0.9788,0.0001,0.982
8.758000,0.0781,0.9789,0.0001,0.982
8.760000,0.0747,0.9792,0.0008,0.982
8.762000,0.0720,0.9812,0.0018,0.984
8.764000,0.0678,0.9842,0.0029,0.987
8.765000,0.0642,0.9865,0.0033,0.989
8.767000,0.0602,0.9875,0.0038,0.989
8.769000,0.0571,0.9881,0.0014,0.990
8.771000,0.0552,0.9900,-0.0022,0.992
8.774000,0.0528,0.9906,-0.0058,0.992
8.776000,0.0512,0.9894,-0.0081,0.991
8.778000,0.0519,0.9907,-0.0108,0.992
8.779000,0.0557,0.9911,-0.0132,0.993
8.782000,0.0656,0.9896,-0.0149,0.992
8.784000,0.0750,0.9898,-0.0166,0.993
8.785000,0.0793,0.9918,-0.0159,0.995
8.787000,0.0837,0.9928,-0.0157,0.996
8.789000,0.0880,0.9924,-0.0146,0.996
8.796000,0.0907,0.9913,-0.0157,0.996
8.796000,0.0924,0.9897,-0.0196,0.994
8.797000,0.0978,0.9903,-0.0225,0.995
8.797000,0.1004,0.9899,-0.0266,0.995
8.800000,0.1027,0.9897,-0.0302,0.995
8.803000,0.1050,0.9890,-0.0337,0.995
8.803000,0.1070,0.9876,-0.0389,0.994
8.806000,0.1089,0.9870,-0.0434,0.994
8.807000,0.1083,0.9837,-0.0502,0.991
8.811000,0.1114,0.9799,-0.0596,0.988
8.812000,0.1119,0.9774,-0.0696,0.986
8.814000,0.1099,0.9755,-0.0792,0.985
8.816000,0.1099,0.9726,-0.0882,0.983
8.818000,0.1113,0.9702,-0.0947,0.981
8.820000,0.1088,0.9682,-0.0994,0.979
8.821000,0.1032,0.9657,-0.1015,0.976
8.823000,0.0498,0.9547,-0.1022,0.961
8.829000,-0.0337,0.9363,-0.1086,0.943
8.830000,-0.0569,0.9305,-0.1301,0.941
8.830000,-0.0369,0.9369,-0.1623,0.952
8.832000,-0.0021,0.9503,-0.1716,0.966
8.834000,0.0356,0.9636,-0.1535,0.976
8.836000,0.0697,0.9696,-0.1348,0.981
8.838000,0.1069,0.9745,-0.1197,0.988
8.840000,0.1417,0.9818,-0.1100,0.998
8.843000,0.1567,0.9888,-0.1126,1.007
8.844000,0.1506,0.9927,-0.1214,1.011
8.846000,0.1236,0.9907,-0.1318,1.007
8.848000,0.0931,0.9838,-0.1377,0.998
8.850000,0.0778,0.9810,-0.1423,0.994
8.853000,0.0659,0.9799,-0.1516,0.994
8.854000,0.0596,0.9764,-0.1611,0.991
8.855000,0.0587,0.9748,-0.1672,0.991
8.857000,0.0561,0.9758,-0.1729,0.993
8.862000,0.0541,0.9746,-0.1758,0.992
8.864000,0.0531,0.9722,-0.1820,0.990
8.864000,0.0545,0.9706,-0.1906,0.991
8.867000,0.0555,0.9698,-0.2036,0.993
8.868000,0.0447,0.9635,-0.2193,0.989
8.873000,-0.0160,0.9383,-0.2355,0.968
8.874000,-0.0760,0.9185,-0.2529,0.956
8.875000,-0.0824,0.9174,-0.2793,0.962
8.882000,-0.0489,0.9304,-0.3028,0.980
8.882000,0.0007,0.9486,-0.3026,0.996
8.882000,0.0488,0.9648,-0.2858,1.007
8.883000,0.0926,0.9795,-0.2659,1.019
8.884000,0.1330,0.9921,-0.2446,1.030
8.885000,0.1700,1.0029,-0.2257,1.042
8.888000,0.1991,1.0108,-0.2185,1.053
8.890000,0.2159,1.0158,-0.2184,1.061
8.893000,0.2187,1.0189,-0.2158,1.064
8.894000,0.2124,1.0168,-0.2086,1.060
8.895000,0.2040,1.0131,-0.2001,1.053
8.898000,0.1897,1.0087,-0.1977,1.045
8.901000,0.1728,1.0057,-0.2015,1.040
8.901000,0.1555,1.0036,-0.2096,1.037
8.905000,0.1414,1.0024,-0.2184,1.036
8.905000,0.1297,1.0022,-0.2291,1.036
8.908000,0.1258,1.0025,-0.2403,1.039
8.910000,0.1315,1.0002,-0.2475,1.039
8.912000,0.1445,0.9961,-0.2488,1.037
8.914000,0.1606,0.9905,-0.2436,1.033
8.916000,0.1772,0.9833,-0.2338,1.026
8.917000,0.1938,0.9756,-0.2232,1.019
8.920000,0.2088,0.9688,-0.2133,1.014
8.922000,0.2182,0.9671,-0.2054,1.012
8.924000,0.2165,0.9701,-0.2001,1.014
8.929000,0.1999,0.9740,-0.1973,1.014
8.929000,0.1890,0.9801,-0.1967,1.017
8.930000,0.1778,0.9836,-0.2005,1.019
8.932000,0.1722,0.9860,-0.2024,1.021
8.934000,0.1679,0.9891,-0.2028,1.023
8.936000,0.1654,0.9879,-0.2039,1.022
8.938000,0.1678,0.9873,-0.2042,1.022
8.939000,0.1672,0.9842,-0.2062,1.019
8.942000,0.1684,0.9804,-0.2094,1.017
8.945000,0.1707,0.9760,-0.2149,1.014
8.946000,0.1697,0.9744,-0.2202,1.013
8.948000,0.1697,0.9733,-0.2262,1.014
8.950000,0.1727,0.9716,-0.2311,1.014
8.952000,0.1766,0.9714,-0.2343,1.015
8.954000,0.1771,0.9711,-0.2370,1.015
8.955000,0.1805,0.9701,-0.2370,1.015
8.957000,0.1835,0.9718,-0.2360,1.017
8.961000,0.1859,0.9743,-0.2341,1.019
8.962000,0.1869,0.9748,-0.2328,1.019
8.964000,0.1878,0.9757,-0.2308,1.020
8.966000,0.1879,0.9771,-0.2294,1.021
8.968000,0.1882,0.9772,-0.2280,1.021
8.970000,0.1895,0.9761,-0.2259,1.020
8.971000,0.1908,0.9755,-0.2248,1.019
8.973000,0.1912,0.9749,-0.2238,1.018
8.975000,0.1922,0.9736,-0.2246,1.017
8.978000,0.1929,0.9738,-0.2259,1.018
8.980000,0.1924,0.9740,-0.2262,1.018
8.981000,0.1930,0.9722,-0.2261,1.017
8.984000,0.1943,0.9717,-0.2256,1.016
8.985000,0.1951,0.9722,-0.2242,1.017
8.987000,0.1931,0.9723,-0.2223,1.016
8.989000,0.1910,0.9709,-0.2181,1.013
8.991000,0.1895,0.9682,-0.2143,1.010
8.995000,0.1874,0.9671,-0.2110,1.007
8.995000,0.1839,0.9684,-0.2061,1.007
8.997000,0.1817,0.9702,-0.1997,1.007
9.000000,0.1800,0.9721,-0.1923,1.007
9.002000,0.1790,0.9735,-0.1846,1.007
9.003000,0.1806,0.9764,-0.1790,1.009
9.005000,0.1812,0.9777,-0.1751,1.010
9.008000,0.1818,0.9778,-0.1721,1.009
9.011000,0.1831,0.9761,-0.1708,1.008
9.013000,0.1839,0.9736,-0.1706,1.005
9.014000,0.1848,0.9713,-0.1724,1.004
9.016000,0.1882,0.9703,-0.1736,1.004
9.017000,0.1907,0.9694,-0.1723,1.003
9.019000,0.1913,0.9685,-0.1716,1.002
9.021000,0.1935,0.9687,-0.1709,1.003
9.023000,0.1964,0.9709,-0.1672,1.005
9.025000,0.1965,0.9729,-0.1646,1.006
9.028000,0.2004,0.9768,-0.1611,1.010
9.030000,0.2028,0.9805,-0.1572,1.014
9.032000,0.2027,0.9847,-0.1538,1.017
9.033000,0.2026,0.9904,-0.1515,1.022
9.036000,0.2001,0.9937,-0.1496,1.025
9.037000,0.2011,0.9962,-0.1503,1.027
9.039000,0.1992,0.9977,-0.1522,1.029
9.041000,0.1948,0.9975,-0.1553,1.028
9.045000,0.1930,0.9975,-0.1572,1.028
9.046000,0.1918,0.9976,-0.1581,1.028
9.047000,0.1919,0.9950,-0.1586,1.026
9.050000,0.1929,0.9942,-0.1595,1.025
9.052000,0.1909,0.9924,-0.1584,1.023
9.054000,0.1906,0.9904,-0.1581,1.021
9.055000,0.1901,0.9895,-0.1580,1.020
9.057000,0.1881,0.9899,-0.1556,1.020
9.064000,0.1847,0.9928,-0.1540,1.022
9.068000,0.1809,0.9951,-0.1513,1.023
9.069000,0.1793,0.9974,-0.1467,1.024
9.069000,0.1767,0.9996,-0.1450,1.025
9.070000,0.1772,1.0033,-0.1435,1.029
9.070000,0.1746,1.0067,-0.1433,1.032
9.072000,0.1728,1.0074,-0.1441,1.032
9.074000,0.1733,1.0077,-0.1433,1.033
9.076000,0.1720,1.0077,-0.1415,1.032
9.079000,0.1700,1.0090,-0.1427,1.033
9.080000,0.1688,1.0088,-0.1428,1.033
9.081000,0.1672,1.0069,-0.1414,1.030
9.083000,0.1653,1.0056,-0.1397,1.029
9.085000,0.1632,1.0044,-0.1399,1.027
9.087000,0.1625,1.0029,-0.1396,1.026
9.089000,0.1623,1.0034,-0.1406,1.026
9.091000,0.1598,1.0026,-0.1417,1.025
9.095000,0.1590,1.0018,-0.1426,1.024
9.096000,0.1576,1.0013,-0.1437,1.024
9.098000,0.1546,1.0002,-0.1442,1.022
9.100000,0.1530,0.9997,-0.1443,1.022
9.102000,0.1523,0.9994,-0.1443,1.021
9.104000,0.1513,0.9985,-0.1444,1.020
9.106000,0.1512,0.9978,-0.1440,1.019
9.107000,0.1508,0.9966,-0.1432,1.018
9.110000,0.1499,0.9966,-0.1434,1.018
9.112000,0.1480,0.9955,-0.1440,1.017
9.114000,0.1465,0.9946,-0.1441,1.016
9.116000,0.1454,0.9936,-0.1440,1.014
9.118000,0.1446,0.9923,-0.1439,1.013
9.120000,0.1450,0.9913,-0.1444,1.012
9.121000,0.1448,0.9909,-0.1446,1.012
9.124000,0.1453,0.9911,-0.1433,1.012
9.125000,0.1441,0.9911,-0.1431,1.012
9.129000,0.1437,0.9922,-0.1452,1.013
9.130000,0.1416,0.9922,-0.1471,1.013
9.132000,0.1409,0.9915,-0.1468,1.012
9.134000,0.1391,0.9904,-0.1482,1.011
9.136000,0.1396,0.9893,-0.1496,1.010
9.137000,0.1413,0.9890,-0.1498,1.010
9.139000,0.1407,0.9886,-0.1485,1.010
9.142000,0.1381,0.9879,-0.1478,1.008
9.145000,0.1370,0.9867,-0.1471,1.007
9.146000,0.1355,0.9869,-0.1461,1.007
9.147000,0.1308,0.9864,-0.1454,1.006
9.150000,0.1290,0.9853,-0.1443,1.004
9.152000,0.1276,0.9846,-0.1428,1.003
9.154000,0.1243,0.9860,-0.1413,1.004
9.155000,0.1223,0.9862,-0.1398,1.004
9.158000,0.1208,0.9866,-0.1366,1.003
9.159000,0.1205,0.9875,-0.1324,1.004
9.162000,0.1190,0.9881,-0.1287,1.004
9.164000,0.1186,0.9882,-0.1237,1.003
9.166000,0.1173,0.9891,-0.1189,1.003
9.168000,0.1160,0.9903,-0.1154,1.004
9.170000,0.1156,0.9910,-0.1137,1.004
9.171000,0.1164,0.9915,-0.1122,1.005
9.173000,0.1166,0.9922,-0.1109,1.005
9.175000,0.1171,0.9928,-0.1096,1.006
9.179000,0.1172,0.9936,-0.1079,1.006
9.179000,0.1156,0.9937,-0.1061,1.006
9.181000,0.1145,0.9947,-0.1065,1.007
9.184000,0.1145,0.9951,-0.1077,1.007
9.186000,0.1139,0.9956,-0.1093,1.008
9.187000,0.1145,0.9961,-0.1106,1.009
9.189000,0.1161,0.9966,-0.1098,1.009
9.191000,0.1178,0.9960,-0.1084,1.009
9.196000,0.1191,0.9965,-0.1075,1.009
9.197000,0.1202,0.9975,-0.1067,1.010
9.198000,0.1206,0.9985,-0.1068,1.011
9.200000,0.1214,0.9987,-0.1067,1.012
9.202000,0.1220,0.9990,-0.1058,1.012
9.204000,0.1229,0.9981,-0.1047,1.011
9.205000,0.1249,0.9975,-0.1038,1.011
9.207000,0.1273,0.9982,-0.1030,1.012
9.210000,0.1296,0.9991,-0.1027,1.013
9.216000,0.1303,0.9999,-0.1036,1.014
9.216000,0.1321,1.0013,-0.1040,1.015
9.217000,0.1339,1.0033,-0.1058,1.018
9.217000,0.1353,1.0040,-0.1094,1.019
9.221000,0.1382,1.0050,-0.1135,1.021
9.222000,0.1416,1.0049,-0.1179,1.022
9.223000,0.1446,1.0045,-0.1208,1.022
9.225000,0.1463,1.0035,-0.1230,1.021
9.235000,0.1472,1.0026,-0.1238,1.021
9.236000,0.1495,1.0026,-0.1243,1.021
9.237000,0.1514,1.0016,-0.1250,1.021
9.238000,0.1522,1.0007,-0.1252,1.020
9.238000,0.1529,1.0003,-0.1262,1.020
9.238000,0.1526,0.9994,-0.1269,1.019
9.240000,0.1520,0.9992,-0.1270,1.019
9.242000,0.1510,0.9990,-0.1271,1.018
9.244000,0.1496,0.9983,-0.1272,1.017
9.247000,0.1473,0.9972,-0.1278,1.016
9.248000,0.1458,0.9959,-0.1297,1.015
9.250000,0.1437,0.9948,-0.1307,1.014
9.252000,0.1410,0.9944,-0.1316,1.013
9.254000,0.1404,0.9940,-0.1325,1.013
9.255000,0.1384,0.9941,-0.1326,1.012
9.257000,0.1364,0.9923,-0.1326,1.010
9.259000,0.1347,0.9911,-0.1322,1.009
9.263000,0.1330,0.9886,-0.1310,1.006
9.264000,0.1312,0.9871,-0.1275,1.004
9.266000,0.1283,0.9864,-0.1232,1.002
9.268000,0.1257,0.9860,-0.1198,1.001
9.270000,0.1230,0.9865,-0.1161,1.001
9.271000,0.1169,0.9874,-0.1132,1.001
9.273000,0.1113,0.9876,-0.1110,1.000
9.275000,0.1086,0.9881,-0.1092,1.000
9.279000,0.1051,0.9876,-0.1070,0.999
9.281000,0.1023,0.9870,-0.1056,0.998
9.281000,0.1007,0.9878,-0.1040,0.998
9.284000,0.0993,0.9891,-0.1021,0.999
9.286000,0.0976,0.9905,-0.1007,1.000
9.287000,0.0967,0.9917,-0.0988,1.001
9.289000,0.0965,0.9921,-0.0962,1.001
9.291000,0.0968,0.9920,-0.0946,1.001
9.294000,0.0965,0.9926,-0.0926,1.002
9.296000,0.0965,0.9925,-0.0908,1.001
9.298000,0.0957,0.9930,-0.0891,1.002
9.299000,0.0937,0.9942,-0.0886,1.002
9.302000,0.0929,0.9951,-0.0881,1.003
9.304000,0.0935,0.9959,-0.0882,1.004
9.305000,0.0930,0.9974,-0.0870,1.005
9.307000,0.0933,0.9980,-0.0856,1.006
9.309000,0.0947,0.9990,-0.0852,1.007
9.313000,0.0943,1.0003,-0.0848,1.008
9.314000,0.0939,1.0011,-0.0841,1.009
9.316000,0.0941,1.0007,-0.0843,1.009
9.318000,0.0936,1.0006,-0.0849,1.009
9.320000,0.0921,1.0007,-0.0847,1.008
9.321000,0.0923,1.0014,-0.0845,1.009
9.323000,0.0941,1.0013,-0.0844,1.009
9.325000,0.0995,1.0014,-0.0830,1.010
9.328000,0.0976,1.0007,-0.0822,1.009
9.331000,0.0907,0.9994,-0.0859,1.007
9.331000,0.0852,0.9992,-0.0899,1.007
9.334000,0.0829,0.9992,-0.0926,1.007
9.335000,0.0824,0.9996,-0.0957,1.008
9.338000,0.0847,0.9998,-0.0980,1.008
9.339000,0.0887,0.9996,-0.0966,1.008
9.341000,0.0897,0.9990,-0.0919,1.007
9.344000,0.0890,0.9989,-0.0876,1.007
9.350000,0.0890,0.9986,-0.0854,1.006
9.351000,0.0897,0.9986,-0.0849,1.006
9.351000,0.0907,0.9987,-0.0847,1.006
9.352000,0.0916,0.9986,-0.0848,1.006
9.355000,0.0921,0.9985,-0.0851,1.006
9.356000,0.0923,0.9976,-0.0847,1.005
9.358000,0.0926,0.9962,-0.0844,1.004
9.360000,0.0932,0.9958,-0.0832,1.004
9.364000,0.0936,0.9959,-0.0803,1.003
9.365000,0.0930,0.9965,-0.0794,1.004
9.366000,0.0917,0.9964,-0.0776,1.004
9.368000,0.0921,0.9967,-0.0752,1.004
9.370000,0.0921,0.9964,-0.0738,1.003
9.372000,0.0912,0.9962,-0.0732,1.003
9.374000,0.0905,0.9955,-0.0724,1.002
9.376000,0.0894,0.9938,-0.0713,1.000
9.377000,0.0894,0.9930,-0.0703,0.999
9.380000,0.0890,0.9929,-0.0691,0.999
9.382000,0.0889,0.9939,-0.0685,1.000
9.384000,0.0898,0.9940,-0.0678,1.000
9.385000,0.0911,0.9950,-0.0667,1.001
9.388000,0.0927,0.9958,-0.0673,1.002
9.390000,0.0930,0.9964,-0.0678,1.003
9.391000,0.0929,0.9960,-0.0683,1.003
9.394000,0.0928,0.9964,-0.0691,1.003
9.397000,0.0928,0.9965,-0.0704,1.003
9.398000,0.0924,0.9969,-0.0726,1.004
9.400000,0.0933,0.9970,-0.0751,1.004
9.402000,0.0946,0.9967,-0.0771,1.004
9.404000,0.0961,0.9962,-0.0784,1.004
9.406000,0.0975,0.9952,-0.0784,1.003
9.408000,0.0982,0.9951,-0.0780,1.003
9.410000,0.0993,0.9962,-0.0778,1.004
9.412000,0.1012,0.9966,-0.0774,1.005
9.414000,0.1029,0.9975,-0.0770,1.006
9.416000,0.1034,0.9978,-0.0770,1.006
9.418000,0.1041,0.9976,-0.0762,1.006
9.420000,0.1047,0.9970,-0.0770,1.005
9.422000,0.1042,0.9968,-0.0778,1.005
9.423000,0.1039,0.9973,-0.0779,1.006
9.425000,0.1045,0.9984,-0.0779,1.007
9.427000,0.1057,0.9998,-0.0794,1.008
9.430000,0.1076,1.0001,-0.0815,1.009
9.433000,0.1085,1.0004,-0.0825,1.010
9.433000,0.1092,1.0003,-0.0827,1.010
9.436000,0.1107,0.9999,-0.0833,1.009
9.438000,0.1124,0.9992,-0.0844,1.009
9.439000,0.1146,0.9984,-0.0842,1.008
9.441000,0.1169,0.9979,-0.0842,1.008
9.443000,0.1195,0.9979,-0.0839,1.008
9.447000,0.1216,0.9969,-0.0831,1.008
9.448000,0.1229,0.9958,-0.0817,1.007
9.450000,0.1232,0.9950,-0.0798,1.006
9.453000,0.1244,0.9941,-0.0780,1.005
9.454000,0.1256,0.9948,-0.0759,1.006
9.456000,0.1263,0.9956,-0.0727,1.006
9.458000,0.1264,0.9959,-0.0688,1.006
9.459000,0.1262,0.9961,-0.0667,1.006
9.462000,0.1267,0.9967,-0.0658,1.007
9.465000,0.1273,0.9974,-0.0657,1.008
9.466000,0.1282,0.9977,-0.0655,1.008
9.468000,0.1291,0.9972,-0.0653,1.008
9.470000,0.1288,0.9970,-0.0649,1.007
9.472000,0.1293,0.9977,-0.0645,1.008
9.474000,0.1297,0.9971,-0.0639,1.008
9.475000,0.1305,0.9967,-0.0633,1.007
9.477000,0.1317,0.9968,-0.0622,1.007
9.481000,0.1313,0.9957,-0.0619,1.006
9.482000,0.1314,0.9954,-0.0604,1.006
9.484000,0.1315,0.9948,-0.0586,1.005
9.486000,0.1326,0.9939,-0.0572,1.004
9.488000,0.1331,0.9937,-0.0562,1.004
9.490000,0.1318,0.9942,-0.0559,1.004
9.492000,0.1321,0.9946,-0.0561,1.005
9.494000,0.1325,0.9947,-0.0560,1.005
9.496000,0.1336,0.9951,-0.0550,1.006
9.500000,0.1336,0.9952,-0.0548,1.006
9.501000,0.1329,0.9953,-0.0546,1.006
9.502000,0.1330,0.9955,-0.0542,1.006
9.504000,0.1316,0.9952,-0.0533,1.005
9.507000,0.1296,0.9947,-0.0533,1.005
9.508000,0.1286,0.9949,-0.0531,1.005
9.510000,0.1273,0.9957,-0.0523,1.005
9.511000,0.1261,0.9963,-0.0522,1.006
9.518000,0.1241,0.9961,-0.0524,1.005
9.519000,0.1227,0.9962,-0.0517,1.005
9.519000,0.1215,0.9971,-0.0493,1.006
9.520000,0.1204,0.9973,-0.0485,1.006
9.522000,0.1198,0.9967,-0.0479,1.005
9.524000,0.1204,0.9957,-0.0471,1.004
9.526000,0.1208,0.9938,-0.0468,1.002
9.528000,0.1214,0.9923,-0.0467,1.001
9.531000,0.1226,0.9915,-0.0466,1.000
9.532000,0.1234,0.9898,-0.0464,0.999
9.534000,0.1224,0.9893,-0.0457,0.998
9.536000,0.1213,0.9889,-0.0446,0.997
9.538000,0.1197,0.9901,-0.0433,0.998
9.540000,0.1183,0.9901,-0.0420,0.998
9.542000,0.1168,0.9906,-0.0396,0.998
9.544000,0.1158,0.9913,-0.0366,0.999
9.546000,0.1155,0.9918,-0.0336,0.999
9.548000,0.1142,0.9913,-0.0320,0.998
9.550000,0.1142,0.9915,-0.0319,0.999
9.552000,0.1139,0.9910,-0.0322,0.998
9.554000,0.1131,0.9914,-0.0327,0.998
9.556000,0.1134,0.9920,-0.0342,0.999
9.557000,0.1126,0.9923,-0.0361,0.999
9.559000,0.1112,0.9917,-0.0386,0.999
9.562000,0.1106,0.9910,-0.0400,0.998
9.564000,0.1109,0.9912,-0.0419,0.998
9.566000,0.1136,0.9913,-0.0439,0.999
9.567000,0.1167,0.9904,-0.0429,0.998
9.570000,0.1195,0.9900,-0.0418,0.998
9.571000,0.1215,0.9906,-0.0434,0.999
9.574000,0.1242,0.9920,-0.0465,1.001
9.575000,0.1281,0.9933,-0.0494,1.003
9.578000,0.1307,0.9938,-0.0515,1.004
9.581000,0.1324,0.9944,-0.0538,1.005
9.582000,0.1341,0.9941,-0.0568,1.005
9.584000,0.1343,0.9935,-0.0588,1.004
9.586000,0.1337,0.9933,-0.0611,1.004
9.588000,0.1326,0.9935,-0.0638,1.004
9.590000,0.1312,0.9932,-0.0670,1.004
9.591000,0.1287,0.9929,-0.0703,1.004
9.593000,0.1254,0.9930,-0.0727,1.004
9.595000,0.1224,0.9945,-0.0736,1.005
9.598000,0.1208,0.9954,-0.0737,1.005
9.600000,0.1174,0.9967,-0.0738,1.006
9.602000,0.1138,0.9973,-0.0749,1.007
9.604000,0.1096,0.9979,-0.0757,1.007
9.606000,0.1059,0.9988,-0.0753,1.007
9.607000,0.1019,1.0010,-0.0754,1.009
9.610000,0.0992,1.0024,-0.0751,1.010
9.611000,0.0966,1.0040,-0.0745,1.011
9.614000,0.0942,1.0049,-0.0739,1.012
9.616000,0.0929,1.0061,-0.0731,1.013
9.617000,0.0936,1.0068,-0.0722,1.014
9.620000,0.0939,1.0075,-0.0714,1.014
9.622000,0.0937,1.0086,-0.0718,1.015
9.623000,0.0942,1.0094,-0.0718,1.016
9.625000,0.0934,1.0096,-0.0713,1.016
9.627000,0.0938,1.0097,-0.0701,1.016
9.630000,0.0947,1.0100,-0.0681,1.017
9.635000,0.0941,1.0098,-0.0676,1.016
9.636000,0.0939,1.0094,-0.0672,1.016
9.636000,0.0950,1.0086,-0.0668,1.015
9.638000,0.0962,1.0081,-0.0659,1.015
9.641000,0.0980,1.0068,-0.0654,1.014
9.642000,0.1025,1.0070,-0.0648,1.014
9.644000,0.1075,1.0082,-0.0637,1.016
9.646000,0.1115,1.0083,-0.0639,1.016
9.650000,0.1157,1.0085,-0.0642,1.017
9.651000,0.1191,1.0095,-0.0649,1.019
9.652000,0.1205,1.0103,-0.0658,1.020
9.654000,0.1207,1.0110,-0.0666,1.020
9.656000,0.1210,1.0114,-0.0674,1.021
9.657000,0.1202,1.0109,-0.0681,1.020
9.659000,0.1183,1.0112,-0.0692,1.020
9.661000,0.1176,1.0106,-0.0704,1.020
9.665000,0.1180,1.0098,-0.0711,1.019
9.667000,0.1179,1.0103,-0.0719,1.020
9.668000,0.1177,1.0108,-0.0727,1.020
9.672000,0.1173,1.0113,-0.0739,1.021
9.673000,0.1163,1.0115,-0.0737,1.021
9.674000,0.1163,1.0113,-0.0738,1.021
9.675000,0.1173,1.0112,-0.0729,1.021
9.677000,0.1189,1.0114,-0.0721,1.021
9.679000,0.1202,1.0120,-0.0725,1.022
9.682000,0.1206,1.0109,-0.0731,1.021
9.684000,0.1206,1.0108,-0.0727,1.021
9.685000,0.1193,1.0120,-0.0729,1.022
