time,X_value,Y_value,Z_value
1.5292,-0.05983,0.14213,-0.29987
1.5332,-0.08406,0.14201,-0.29361
1.5417,-0.11644,0.14901,-0.26477
1.5421,-0.12957,0.14051,-0.21597
1.5488,-0.14618,0.11069,-0.13771
1.5491,-0.16385,0.06450,-0.06027
1.5565,-0.18491,0.03295,0.02122
1.5575,-0.20820,-0.02327,0.08648
1.5608,-0.22167,-0.09563,0.14745
1.5650,-0.19813,-0.13293,0.18407
1.5688,-0.17357,-0.13785,0.20840
1.5731,-0.09939,-0.14628,0.24070
1.5794,-0.04480,-0.13086,0.28442
1.5805,-0.05366,-0.09062,0.31576
1.5849,-0.04224,-0.04238,0.32527
1.5965,-0.02738,0.00903,0.32032
1.6007,-0.02928,0.04221,0.30581
1.6008,-0.02766,0.05969,0.26629
1.6008,-0.02494,0.07464,0.21171
1.6051,-0.02689,0.06689,0.17432
1.6085,-0.02890,0.05681,0.11720
1.6133,0.02131,0.02542,0.08450
1.6215,0.03071,-0.01165,0.04629
1.6216,0.04003,-0.05080,0.03817
1.6259,0.04921,-0.07657,0.03976
1.6303,0.05592,-0.10569,0.04248
1.6323,0.08283,-0.13812,0.06060
1.6369,0.10713,-0.15840,0.08557
1.6419,0.11692,-0.15236,0.09587
1.6443,0.13502,-0.14635,0.08925
1.6481,0.13871,-0.13442,0.09662
1.6525,0.13531,-0.10000,0.10482
1.6601,0.12720,-0.05992,0.08194
1.6602,0.12514,-0.02491,0.06748
1.6630,0.11480,-0.00326,0.04001
1.6672,0.11163,0.02653,0.01159
1.6799,0.10488,0.04420,-0.00487
1.6827,0.08877,0.04035,-0.01285
1.6829,0.08343,0.02226,-0.04908
1.6831,0.07102,0.01857,-0.04110
1.6871,0.07894,0.02559,-0.03664
1.6915,0.07365,0.01118,-0.03454
1.7006,0.05889,0.01350,-0.02167
1.7007,0.03701,0.01938,-0.01022
1.7043,0.01891,0.02401,-0.00587
1.7073,-0.01801,0.04048,-0.01229
1.7111,-0.02377,0.03663,-0.01749
1.7150,0.04647,0.00550,-0.00966
1.7186,0.03057,0.00669,-0.01968
1.7365,0.02671,0.00313,-0.03794
1.7370,0.02997,-0.00042,-0.04642
1.7370,0.01179,-0.00750,-0.06428
1.7370,0.01883,-0.01337,-0.08647
1.7418,0.04237,-0.01088,-0.11664
1.7425,0.05864,-0.00724,-0.14278
1.7462,0.05587,0.00347,-0.15896
1.7507,0.04951,0.00932,-0.17355
1.7592,0.04805,0.00678,-0.18065
1.7592,0.05133,0.00306,-0.17921
1.7637,0.04044,-0.00301,-0.16461
1.7665,0.01776,-0.00905,-0.12984
1.7774,0.00483,-0.01740,-0.10727
1.7776,-0.01873,-0.01024,-0.07784
1.7794,-0.04448,-0.01976,-0.03685
1.7829,-0.07357,-0.03276,-0.01645
1.7879,-0.10945,-0.03969,0.02609
1.7932,-0.15220,-0.04299,0.06222
1.7952,-0.18021,-0.04980,0.10611
1.7996,-0.19374,-0.05298,0.13519
1.8040,-0.19294,-0.04305,0.15556
1.8082,-0.19459,-0.02606,0.16262
1.8112,-0.19271,-0.00209,0.15406
1.8197,-0.19921,0.00982,0.14314
1.8197,-0.19142,0.01569,0.13577
1.8243,-0.17312,0.02509,0.11654
1.8271,-0.16571,0.02254,0.10809
1.8311,-0.15608,0.01169,0.08901
1.8348,-0.14060,-0.00618,0.08660
1.8428,-0.11937,-0.02628,0.06880
1.8429,-0.10308,-0.03670,0.05337
1.8568,-0.09164,-0.05060,0.03814
1.8568,-0.06724,-0.05131,0.03133
1.8604,-0.04896,-0.03895,0.01500
1.8604,-0.04390,-0.04213,-0.00360
1.8627,-0.01976,-0.05004,-0.00188
1.8666,-0.00416,-0.05074,0.01284
1.8708,0.00305,-0.05143,0.03327
1.8756,0.01494,-0.04499,0.06895
1.8789,0.01605,-0.03504,0.10193
1.8827,0.01602,-0.02635,0.11553
1.8867,0.00764,-0.01773,0.12786
1.8915,0.00055,-0.00800,0.15435
1.8943,-0.02203,0.00995,0.15340
1.8994,-0.05153,0.02419,0.14070
1.9024,-0.05953,0.05611,0.13897
1.9064,-0.06978,0.07942,0.12798
1.9111,-0.08831,0.08947,0.11366
1.9147,-0.10907,0.11009,0.10573
1.9185,-0.12741,0.10321,0.09568
1.9252,-0.12531,0.09993,0.09306
1.9263,-0.12437,0.08241,0.08820
1.9308,-0.12112,0.07572,0.08356
1.9344,-0.09652,0.06195,0.08248
1.9408,-0.08626,0.03880,0.06359
1.9418,-0.07377,0.01228,0.03892
1.9449,-0.04831,-0.00333,0.00734
1.9491,-0.03491,-0.01050,-0.02279
1.9529,-0.02393,-0.02235,-0.04917
1.9586,-0.00243,-0.02817,-0.07769
1.9608,0.02128,-0.03275,-0.09058
1.9650,0.03054,-0.02896,-0.09630
1.9692,0.03494,-0.03233,-0.09739
1.9784,0.03224,-0.03328,-0.09374
1.9882,0.02359,-0.03304,-0.08668
1.9892,0.02574,-0.03871,-0.08819
1.9904,0.02790,-0.03959,-0.06834
1.9904,0.03239,-0.01787,-0.05007
1.9942,0.02743,-0.02838,-0.02974
1.9968,0.02262,-0.02454,-0.00149
2.0015,0.02491,-0.01597,-0.00562
2.0079,0.00942,-0.01103,-0.01934
2.0109,-0.00598,0.00218,-0.01751
2.0128,-0.03903,0.00579,-0.00972
2.0197,-0.06351,0.02124,-0.01034
2.0237,-0.10795,0.02586,-0.01681
2.0256,-0.11638,0.02569,-0.03261
2.0288,-0.10097,0.03263,-0.03861
2.0328,-0.07747,0.04425,-0.05867
2.0364,-0.04818,0.04983,-0.06424
2.0427,-0.03826,0.07555,-0.05544
2.0450,-0.03918,0.09035,-0.03949
2.0489,-0.03539,0.10266,-0.03431
2.0536,-0.02339,0.10061,-0.02922
2.0601,-0.04358,0.07364,0.00197
2.0603,-0.04930,0.03976,0.01865
2.0646,-0.04670,0.00736,0.03044
2.0687,-0.03454,-0.02715,0.03741
2.0750,-0.01418,-0.06375,0.03716
2.0761,0.01554,-0.09173,0.05712
2.0803,0.03208,-0.10998,0.06501
2.0871,0.02347,-0.11143,0.07752
2.0883,0.03989,-0.11406,0.09460
2.0922,0.06088,-0.10952,0.09470
2.0992,0.06269,-0.10620,0.09115
2.1009,0.05502,-0.09102,0.07563
2.1167,0.06868,-0.08427,0.05898
2.1168,0.07277,-0.07282,0.03882
2.1168,0.06729,-0.06859,0.03430
2.1173,0.07370,-0.05727,0.03213
2.1253,0.07530,-0.04129,0.04187
2.1254,0.07213,-0.02069,0.04792
2.1288,0.06896,0.01161,0.04684
2.1334,0.06931,0.02582,0.04702
2.1417,0.07683,0.05534,0.04022
2.1428,0.05934,0.06560,0.04669
2.1448,0.05274,0.06983,0.04245
2.1490,0.03438,0.08590,0.04661
2.1528,0.02214,0.09825,0.05692
2.1576,0.02772,0.09030,0.04344
2.1610,0.02981,0.09785,0.05744
2.1653,0.03662,0.10295,0.05962
2.1694,0.04228,0.09851,0.05465
2.1761,0.03600,0.09766,0.05332
2.1808,0.04765,0.09562,0.04147
2.1811,0.06755,0.07814,0.02992
2.1858,0.06232,0.05249,0.02676
2.1913,0.05835,0.03415,0.00964
2.1933,0.06149,0.01597,0.00104
2.1967,0.05506,-0.00326,-0.00030
2.2010,0.04635,-0.02471,-0.00388
2.2074,0.04366,-0.04360,0.01866
2.2093,0.02905,-0.05997,0.00541
2.2151,0.02040,-0.07143,-0.01972
2.2193,0.02487,-0.07568,-0.01486
2.2212,0.03882,-0.06919,-0.01376
2.2319,0.03719,-0.07345,-0.03407
2.2321,0.04383,-0.06222,-0.03883
2.2419,0.05159,-0.05702,-0.04361
2.2449,0.05442,-0.04592,-0.04960
2.2449,0.04785,-0.03965,-0.05566
2.2449,0.05081,-0.03580,-0.05112
2.2486,0.06569,-0.02841,-0.03133
2.2522,0.05667,-0.03531,-0.01897
2.2712,0.05132,-0.03503,-0.01510
2.2712,0.06511,-0.03475,-0.00657
2.2712,0.06682,-0.03801,-0.01725
2.2720,0.06390,-0.03057,-0.01836
2.2746,0.06100,-0.00891,-0.02557
2.2761,0.03911,0.00186,-0.02429
2.2796,0.01620,0.01968,-0.03852
2.2839,-0.00052,0.03140,-0.04899
2.2898,-0.01342,0.04302,-0.05456
2.2919,-0.01319,0.06047,-0.06476
2.3000,-0.02836,0.06946,-0.05343
2.3006,-0.02794,0.08074,-0.04803
2.3045,-0.02282,0.08836,-0.04383
2.3083,-0.01766,0.08167,-0.03494
2.3117,-0.01734,0.07026,-0.03072
2.3154,-0.02892,0.05064,-0.02061
2.3207,-0.03575,0.04306,-0.01771
2.3239,-0.02709,0.03673,-0.02789
2.3279,-0.00901,0.01857,-0.01534
2.3312,0.00535,-0.00538,-0.02184
2.3375,0.02190,-0.01726,-0.02590
2.3433,0.03712,-0.02786,-0.01681
2.3434,0.05210,-0.04192,-0.00073
2.3479,0.06100,-0.05705,0.00334
2.3516,0.08169,-0.06256,0.00029
2.3640,0.09979,-0.07514,0.01253
2.3640,0.08924,-0.08285,0.02346
2.3641,0.08948,-0.07506,0.02833
2.3674,0.08617,-0.06258,0.04147
2.3732,0.08644,-0.05021,0.03312
2.3782,0.07133,-0.03201,0.02847
2.3804,0.05986,-0.00208,0.00256
2.3832,0.04855,0.01215,-0.01369
2.3884,0.04804,0.03576,-0.01189
2.3915,0.04637,0.04848,-0.00648
2.3953,0.04833,0.05991,0.00003
2.4000,0.05500,0.05937,0.00054
2.4032,0.05337,0.05407,0.01891
2.4070,0.06009,0.05357,0.02409
2.4117,0.06435,0.05306,0.01864
2.4177,0.06029,0.04781,0.00850
2.4189,0.06339,0.03071,0.00682
2.4231,0.06764,0.00902,0.00272
2.4268,0.06466,-0.00538,-0.00014
2.4326,0.05345,-0.01609,-0.00647
2.4357,0.04827,-0.02672,0.00985
2.4391,0.04668,-0.03725,0.02239
2.4431,0.03794,-0.04889,0.02415
2.4475,0.02695,-0.05448,0.04127
2.4517,0.02550,-0.05646,0.04869
2.4551,0.02293,-0.05366,0.05244
2.4591,0.01796,-0.05563,0.06075
2.4635,0.02490,-0.05759,0.05127
2.4715,0.02116,-0.03578,0.03712
2.4729,0.00435,-0.02366,0.01608
2.4758,0.00434,-0.00095,-0.01191
2.4791,-0.00873,0.02869,-0.03959
2.4829,-0.01813,0.03906,-0.05626
2.5085,-0.03100,0.05172,-0.06549
2.5086,-0.02588,0.06427,-0.08659
