time,X_value,Y_value,Z_value
1.9237,0.01028,-0.00116,-0.01974
1.9276,0.01148,0.00361,-0.02553
1.932,0.00667,0.00123,-0.01108
1.9371,-0.00763,0.00236,-0.00741
1.94,0.00195,0.00827,-0.01091
1.9433,-0.00047,-7E-05,-0.02034
1.9472,-0.00039,-5E-05,-0.01899
1.9517,0.00089,0.00351,-0.01528
1.9553,0.00566,0.00946,-0.01042
1.9638,0.00328,0.00704,-0.01273
1.9644,-0.00145,-0.00126,-0.01504
1.9861,-0.00012,0.00234,-0.01732
1.9862,0.00706,0.0023,-0.01479
1.9864,0.00348,0.00353,-0.01233
1.9865,-0.0013,0.00235,-0.01699
1.9866,-5E-05,-0.00124,-0.00973
2.0049,-0.00713,0.00358,-0.01442
2.0086,-0.00942,0.00121,-0.01551
2.0087,-0.00335,-0.00239,-0.00587
2.0087,0.00742,0.00469,-0.00936
2.0087,0.01927,0.0023,-0.01524
2.0087,0.02035,-0.0073,-0.02221
2.0119,0.00955,-0.00843,-0.01609
2.0156,0.00719,-0.01075,-0.01715
2.0251,0.00715,-0.00472,-0.02295
2.0251,-0.00352,0.01069,-0.01561
2.0271,0.0026,0.00821,-0.01786
2.0307,0.00498,0.00575,-0.02484
2.0345,0.00264,0.00209,-0.01749
2.0387,0.00501,0.00446,-0.01141
2.0429,0.00268,0.00081,-0.00537
2.0465,-0.00199,-0.00396,-0.00414
2.0513,-0.00543,-0.0004,-0.0136
2.0558,-0.0077,0.00432,-0.00992
2.059,0.00077,0.00307,-0.00746
2.0629,0.00567,-0.00056,-0.01452
2.0667,0.00448,0.00173,-0.01793
2.0709,-0.00617,-0.002,-0.0106
2.0765,-0.00723,0.00512,-0.00576
2.0798,-0.00354,0.01089,0.00147
2.0941,-0.0058,-0.0048,-0.01511
2.0943,-0.00692,-0.006,-0.01259
2.0944,-0.01754,0.00223,-0.00648
2.099,-0.02211,0.00212,-0.00758
2.0991,-0.01355,0.002,-0.01579
2.1112,0.00434,0.00784,-0.01681
2.1113,0.00671,0.01494,-0.01194
2.125,-0.00278,0.01474,-0.02131
2.125,0.00673,-0.00084,-0.04132
2.125,0.01147,-0.00435,-0.02081
2.1251,0.00786,-0.0044,-0.01822
2.131,0.00304,-0.0032,-0.01569
2.131,-0.01115,-0.00205,-0.01316
2.1368,-0.02287,-0.00083,-0.00119
2.141,-0.00721,0.01459,-0.0083
2.1421,-0.0036,0.00254,-0.01771
2.1462,-0.00711,-0.00103,-0.00094
2.1505,-0.01054,0.02758,0.01208
2.1539,-0.01868,0.05606,-0.0285
2.1602,0.01832,0.05714,-0.05575
2.1623,0.04086,-0.00854,-0.12187
2.1659,0.02393,-0.10009,0.00512
2.171,0.02379,-0.10778,0.1667
2.1745,-0.00847,-0.03688,0.01806
2.1786,-0.01073,0.04548,-0.0926
2.184,0.01791,0.05702,-0.04909
2.1866,0.02741,0.01147,-0.02853
2.1912,0.02128,-0.01712,0.00495
2.1942,0.00688,-0.02173,0.02272
2.1984,-0.01098,-0.00849,0.00115
2.2025,-0.02152,0.01534,-0.01787
2.2062,-0.01292,0.01167,-0.01655
2.2112,0.00264,0.00212,-0.02356
2.2166,0.01331,0.00213,-0.01626
2.2188,0.00617,0.0045,-0.01257
2.2227,-0.01046,0.01283,-0.01487
2.2266,-0.01744,0.00915,-0.01238
2.2304,-0.03266,0.0044,-0.01588
2.2348,-0.02289,0.00323,-0.00865
2.2538,-0.01436,-0.00384,-0.00743
2.2539,-0.01304,0.00933,-0.00859
2.254,-0.01291,0.00457,-0.0038
2.2541,-0.01399,0.00459,-0.00736
2.2542,-0.01391,0.00107,0.00336
2.2574,-0.01023,0.01308,0.00089
2.2627,-0.00424,0.01304,-0.00389
2.2663,0.00292,0.01305,-0.00748
2.2699,0.0065,-0.00836,-0.00745
2.2733,-0.00184,-0.00344,-0.00863
2.277,-0.00302,0.00385,-0.00624
2.2821,0.00645,0.00164,0.0056
2.2888,0.00169,0.00645,-0.00517
2.2913,-0.00196,0.00292,-0.00159
2.2968,-0.00909,0.00056,0.00434
2.2968,-0.01025,0.00295,0.00549
2.3009,-0.00787,0.00062,0.00661
2.3056,-0.00553,-0.01004,0.00774
2.309,0.00158,-0.00873,0.0041
2.3138,-0.00326,0.0056,0.00408
2.3174,0.00977,0.00198,-0.00188
2.3211,0.00491,0.00553,0.00288
2.3258,0.00363,0.00311,0.00287
2.3288,-0.00236,-0.00048,0.00403
2.3338,-0.0107,0.00549,-0.00551
2.3366,-0.00829,0.009,-0.01021
2.3426,-0.00709,0.00535,-0.00061
2.345,0.00481,0.0065,-0.00417
2.3497,0.00828,0.00287,-0.016
2.3639,0.00579,0.00287,-0.00993
2.364,-0.00023,-0.00308,-0.00629
2.3641,0.00564,-0.00068,-0.01098
2.3651,0.00668,-0.00299,-0.00259
2.376,0.00178,0.00299,0.001
2.3761,-0.00419,0.00183,-0.00615
2.3776,0.00414,-0.00528,-0.00255
2.3856,0.00174,-0.00761,-0.01085
2.3867,0.00769,-0.0123,-0.00244
2.3896,0.00514,-0.00507,0.01184
2.3926,-0.00212,-0.01215,0.00225
2.3965,-0.00807,-0.00732,-0.0037
2.4023,0.00017,-0.00016,-0.00482
2.4065,9E-05,-0.00496,-0.00238
2.4087,0.0036,-0.00486,-0.00357
2.4125,0.01297,-0.00839,4E-05
2.4162,0.00205,-0.00475,-0.00589
2.4202,0.00903,-4E-05,-0.01172
2.4249,0.00534,0.00109,-0.0009
2.4287,-0.00311,-0.00489,0.00031
2.434,-0.01028,-0.00242,-0.00921
2.4358,0.00169,-0.00599,-0.00674
2.4411,0.0146,0.00232,-0.0114
2.444,0.02866,0.00113,-0.01606
2.448,0.03312,-0.00486,0.00074
2.4519,0.02094,-0.00255,0.00315
2.4556,0.00054,0.00692,-0.00991
2.4615,0.00412,0.00203,-0.00742
2.4657,0.01951,0.00077,-0.00614
2.4679,0.02407,-0.00281,-0.01083
2.4731,0.0108,-0.00402,-0.0131
2.476,0.01073,-0.0111,-0.00468
2.48,0.01901,-0.00984,-0.00464
2.4889,0.01647,0.00333,-0.01292
2.4889,0.00805,0.00212,-0.01757
2.4938,-0.01695,-0.00267,-0.00317
2.4969,-0.02391,0.00204,0.00282
2.5015,-0.00346,-0.00511,0.00398
2.5041,0.01802,0.00081,-0.00078
2.5081,0.01437,0.01268,-0.01147
2.5114,0.01428,0.00669,-0.01378
2.5153,0.01183,0.00073,-0.00418
2.5202,0.0011,0.01026,-0.01249
2.5245,-0.00248,0.00546,-0.01121
2.5272,-0.012,-0.00527,-0.00518
2.5313,-0.01541,-0.00054,-0.0063
2.5352,-0.01767,0.01608,-0.00267
2.5396,-0.0056,0.0088,-0.00621
2.5437,-0.00435,-0.00076,-0.0026
2.547,-0.00899,0.00043,-0.00853
2.552,0.00175,0.00397,-0.00844
2.5553,-0.01726,0.00272,-0.00955
2.5592,-0.01832,-0.00205,0.00122
2.5631,0.00324,-0.00681,0.00359
2.567,0.01278,0.00508,-0.00355
2.5709,0.00793,0.00385,-0.00946
2.5749,0.00677,0.00028,-0.01297
2.5789,0.00436,0.00981,-0.0105
2.5833,0.00434,-0.00222,-0.01276
2.5868,0.00079,-0.00933,-0.01147
